1709326758.00,0.00,0.00,16382.00,16382.00,268.00,0.00
1709241048.00,0.00,0.00,9267.00,9267.00,138.00,0.00
1709154707.00,0.00,0.00,10100.00,10100.00,1089.00,0.00
1709065322.00,0.00,0.00,6943.00,6943.00,271.00,0.00
1708718486.00,0.00,0.00,17158.00,17158.00,145.00,0.00
1708546185.00,0.00,0.00,9683.00,0.00,143.00,0.00
1708031077.00,0.00,0.00,42906.00,0.00,356.00,0.00
1707938973.00,0.00,0.00,4287.00,4287.00,132.00,0.00
1707856214.00,0.00,0.00,7484.00,7484.00,128.00,1.00
1707249651.00,0.00,0.00,48528.00,48528.00,884.00,1.00
1707175380.00,0.00,0.00,10038.00,10038.00,211.00,0.00
1706908091.00,0.00,0.00,6754.00,0.00,98.00,1.00
1702097712.00,0.00,0.00,160.00,160.00,1.00,1.00
1701245822.00,0.00,0.00,907.00,0.00,6.00,0.00
1700570525.00,0.00,0.00,1792.00,1792.00,58.00,0.00
1695114530.00,0.00,0.00,336.00,336.00,1.00,1.00
1694520652.00,0.00,0.00,668.00,668.00,5.00,0.00
1694164908.00,0.00,0.00,337.00,337.00,1.00,0.00
1693893329.00,0.00,0.00,492.00,0.00,6.00,0.00
1693834563.00,0.00,0.00,1473.00,0.00,22.00,0.00
1693052603.00,0.00,0.00,252.00,252.00,4.00,1.00
1691848527.00,0.00,0.00,4421.00,4421.00,84.00,0.00
1688584661.00,0.00,0.00,292.00,0.00,1.00,0.00
1684081724.00,0.00,0.00,616.00,0.00,10.00,0.00
1707496870.00,0.00,0.00,36447.00,36447.00,620.00,0.00
1703347703.00,0.00,0.00,50523.00,0.00,387.00,0.00
1703175178.00,0.00,0.00,48889.00,48889.00,555.00,1.00
1703104194.00,0.00,0.00,23687.00,23687.00,164.00,0.00
1698945206.00,42.52,-70.90,79000.00,0.00,466.00,0.00
1696175144.00,0.00,0.00,27814.00,27814.00,274.00,1.00
1695824240.00,0.00,0.00,45416.00,45416.00,208.00,0.00
1692809475.00,0.00,0.00,42470.00,0.00,431.00,1.00
1687633229.00,0.00,0.00,34232.00,34232.00,287.00,1.00
1685457721.00,0.00,0.00,59716.00,59716.00,507.00,1.00
1680530359.00,0.00,0.00,53254.00,53254.00,272.00,0.00
1671982885.00,0.00,0.00,58485.00,58485.00,413.00,0.00
1688549719.00,0.00,0.00,15159.00,15159.00,254.00,1.00
1687878091.00,0.00,0.00,1399.00,1399.00,35.00,0.00
1697643209.00,0.00,0.00,4866.00,4866.00,87.00,0.00
1709276860.00,0.00,0.00,2192.00,2192.00,16.00,0.00
1709190278.00,0.00,0.00,636.00,636.00,5.00,0.00
1709156275.00,0.00,0.00,4440.00,4440.00,23.00,0.00
1708896876.00,0.00,0.00,966.00,966.00,7.00,1.00
1708600343.00,0.00,0.00,1977.00,1977.00,11.00,1.00
1708375030.00,0.00,0.00,2184.00,2184.00,20.00,1.00
1708290606.00,0.00,0.00,1252.00,1252.00,4.00,0.00
1707306138.00,0.00,0.00,774.00,0.00,12.00,0.00
1707232504.00,0.00,0.00,4941.00,0.00,39.00,1.00
1589167622.00,0.00,0.00,3458.00,0.00,102.00,0.00
1519693738.00,0.00,0.00,3655.00,0.00,61.00,0.00
1512447763.00,0.00,0.00,5904.00,5904.00,101.00,0.00
1609649725.00,0.00,0.00,6466.00,6466.00,80.00,1.00
1606075233.00,0.00,0.00,5304.00,5304.00,72.00,0.00
1603077280.00,0.00,0.00,3790.00,0.00,47.00,0.00
1598496933.00,0.00,0.00,3305.00,3305.00,64.00,0.00
1595797382.00,0.00,0.00,3375.00,3375.00,74.00,1.00
1587682580.00,0.00,0.00,5520.00,5520.00,107.00,1.00
1583811227.00,0.00,0.00,6634.00,6634.00,169.00,0.00
1581911712.00,0.00,0.00,5886.00,0.00,99.00,0.00
1580832599.00,0.00,0.00,3147.00,3147.00,59.00,0.00
1702915298.00,-2.19,-79.89,297.00,297.00,25.00,0.00
1709217810.00,-2.19,-79.89,1317.00,0.00,73.00,0.00
1707924789.00,-2.19,-79.89,680.00,0.00,22.00,0.00
1705937100.00,0.00,0.00,1920.00,1920.00,54.00,1.00
1703435399.00,64.75,-147.35,386.00,0.00,22.00,0.00
1702673824.00,-2.19,-79.89,500.00,500.00,32.00,0.00
1701185481.00,-2.19,-79.89,268.00,268.00,7.00,0.00
1700409379.00,-2.19,-79.89,214.00,214.00,11.00,0.00
1698764837.00,40.44,-80.01,308.00,308.00,21.00,0.00
1698678300.00,45.73,21.20,530.00,0.00,23.00,0.00
1698510178.00,-2.19,-79.89,400.00,400.00,22.00,0.00
1696200157.00,-2.19,-79.89,409.00,409.00,7.00,1.00
1686842115.00,0.00,0.00,806.00,806.00,29.00,1.00
1693318798.00,-6.87,-75.05,433.00,433.00,39.00,0.00
1683810471.00,0.00,0.00,731.00,731.00,87.00,0.00
1709300910.00,42.99,43.12,578.00,578.00,16.00,1.00
1709297468.00,42.99,43.12,2364.00,2364.00,39.00,0.00
1709208953.00,47.59,14.12,419.00,0.00,6.00,0.00
1709123558.00,0.00,0.00,251.00,251.00,37.00,0.00
1706535362.00,45.30,15.40,412.00,412.00,13.00,1.00
1706187001.00,64.45,-149.68,928.00,928.00,24.00,0.00
1703438066.00,43.04,-70.83,959.00,959.00,17.00,0.00
1701878045.00,40.71,-74.01,411.00,411.00,9.00,1.00
1701788413.00,43.34,17.81,302.00,302.00,7.00,0.00
1706720260.00,40.88,29.32,13337.00,13337.00,76.00,0.00
1701024993.00,37.18,-3.59,18116.00,18116.00,121.00,1.00
1681403867.00,37.03,27.43,21637.00,21637.00,122.00,0.00
1674494070.00,1.32,103.86,19623.00,19623.00,134.00,0.00
1672244391.00,0.00,0.00,18383.00,18383.00,104.00,1.00
1669392306.00,0.00,0.00,8542.00,8542.00,95.00,0.00
1666794025.00,41.09,40.72,20290.00,0.00,100.00,0.00
1665593286.00,40.96,40.88,26733.00,0.00,189.00,0.00
1664550390.00,0.00,0.00,9813.00,9813.00,104.00,0.00
1656867891.00,38.62,42.22,15352.00,15352.00,132.00,0.00
1651510240.00,41.08,29.05,22055.00,22055.00,144.00,1.00
1649348105.00,39.86,41.28,16047.00,16047.00,123.00,0.00
1643650831.00,52.24,5.63,4132.00,4132.00,85.00,1.00
1642435916.00,51.99,4.11,2317.00,2317.00,37.00,1.00
1679160426.00,52.24,5.63,4334.00,4334.00,154.00,0.00
1707497028.00,35.52,-97.48,429.00,429.00,14.00,0.00
1705520306.00,0.00,0.00,1010.00,0.00,28.00,0.00
1704023431.00,51.93,4.52,1596.00,1596.00,53.00,0.00
1703417607.00,51.92,4.48,802.00,802.00,22.00,0.00
1702051390.00,52.87,-7.98,1191.00,1191.00,65.00,0.00
1701801782.00,55.67,10.33,955.00,955.00,33.00,0.00
1700679659.00,52.24,5.63,1474.00,1474.00,60.00,0.00
1699377704.00,52.24,5.63,720.00,720.00,22.00,0.00
1698567438.00,0.00,0.00,800.00,0.00,23.00,0.00
1705431860.00,0.00,0.00,229289.00,229289.00,8855.00,0.00
1675402985.00,38.58,-121.49,92591.00,92591.00,1952.00,0.00
1709170062.00,0.00,0.00,16104.00,16104.00,224.00,0.00
1708706281.00,0.00,0.00,1282.00,1282.00,21.00,0.00
1707954790.00,0.00,0.00,14561.00,14561.00,117.00,0.00
1707952591.00,0.00,0.00,13535.00,0.00,98.00,1.00
1707856004.00,0.00,0.00,28775.00,28775.00,722.00,1.00
1706834588.00,0.00,0.00,61153.00,61153.00,580.00,1.00
1706126078.00,0.00,0.00,57799.00,57799.00,466.00,0.00
1705955276.00,0.00,0.00,182179.00,182179.00,3134.00,1.00
1705632822.00,0.00,0.00,12684.00,12684.00,173.00,0.00
1705247939.00,0.00,0.00,42031.00,42031.00,735.00,1.00
1709388259.00,0.00,0.00,523.00,523.00,3.00,0.00
1709301673.00,0.00,0.00,611.00,611.00,1.00,0.00
1709215259.00,35.47,-97.52,2114.00,0.00,18.00,0.00
1709128413.00,0.00,0.00,3372.00,0.00,58.00,0.00
1709053310.00,0.00,0.00,805.00,805.00,4.00,0.00
1708956064.00,0.00,0.00,3233.00,3233.00,8.00,0.00
1708880317.00,0.00,0.00,6528.00,0.00,8.00,1.00
1708783244.00,0.00,0.00,732.00,732.00,5.00,0.00
1708703689.00,0.00,0.00,230.00,230.00,2.00,0.00
1708610460.00,0.00,0.00,11202.00,11202.00,19.00,1.00
1708524059.00,0.00,0.00,1004.00,0.00,12.00,1.00
1708446367.00,0.00,0.00,875.00,0.00,2.00,0.00
1708709928.00,-10.33,-53.20,1421.00,1421.00,62.00,1.00
1708356957.00,-17.68,-57.46,994.00,0.00,52.00,1.00
1707842751.00,10.27,-84.07,1518.00,1518.00,75.00,1.00
1707232361.00,1.44,38.43,1885.00,1885.00,110.00,1.00
1706729052.00,0.00,0.00,2667.00,2667.00,904.00,0.00
1706548007.00,10.27,-84.07,2234.00,0.00,124.00,1.00
1706286096.00,10.27,-84.07,2473.00,2473.00,114.00,1.00
1706111737.00,-17.68,-57.46,1544.00,1544.00,87.00,0.00
1705950515.00,1.53,32.22,1018.00,0.00,65.00,1.00
1705766929.00,10.27,-84.07,1326.00,1326.00,68.00,1.00
1705697191.00,25.27,55.29,1387.00,1387.00,90.00,0.00
1701355623.00,17.18,96.00,2566.00,2566.00,202.00,0.00
1667951613.00,0.00,0.00,9577.00,9577.00,79.00,0.00
1652713278.00,0.00,0.00,19823.00,19823.00,114.00,0.00
1636396500.00,0.00,0.00,15398.00,15398.00,69.00,0.00
1632868335.00,1.32,103.86,8724.00,8724.00,120.00,0.00
1632685264.00,0.00,0.00,3265.00,3265.00,17.00,1.00
1632359480.00,0.00,0.00,2717.00,2717.00,23.00,0.00
1626370081.00,0.00,0.00,5341.00,0.00,58.00,0.00
1619554770.00,37.84,-119.52,5402.00,0.00,45.00,1.00
1619460824.00,36.47,-117.09,2437.00,2437.00,31.00,1.00
1618611166.00,0.00,0.00,4759.00,0.00,58.00,0.00
1618518649.00,36.51,-121.94,1572.00,1572.00,20.00,0.00
1618328158.00,0.00,0.00,1553.00,1553.00,20.00,0.00
1708460981.00,0.00,0.00,716.00,0.00,22.00,0.00
1708025728.00,44.90,-94.20,1761.00,1761.00,48.00,0.00
1707757212.00,34.05,-118.24,297.00,0.00,11.00,0.00
1707167745.00,44.90,-94.20,2321.00,2321.00,68.00,0.00
1702909011.00,44.90,-94.20,1028.00,0.00,20.00,0.00
1702832913.00,44.90,-94.20,1287.00,0.00,34.00,0.00
